date,tavg_f,Location
736695,56.120000000000005,Anaheim
736696,60.8,Anaheim
736697,61.34,Anaheim
736698,62.06,Anaheim
736699,62.24,Anaheim
736700,62.42,Anaheim
736701,62.78,Anaheim
736702,63.14,Anaheim
736703,57.56,Anaheim
736704,57.019999999999996,Anaheim
736705,57.74,Anaheim
736706,59.0,Anaheim
736707,68.36,Anaheim
736708,69.25999999999999,Anaheim
736709,60.8,Anaheim
736710,59.900000000000006,Anaheim
736711,61.88,Anaheim
736712,62.6,Anaheim
736713,59.0,Anaheim
736714,55.76,Anaheim
736715,52.16,Anaheim
736716,54.68,Anaheim
736717,59.18,Anaheim
736718,61.16,Anaheim
736719,53.96,Anaheim
736720,54.5,Anaheim
736721,58.28,Anaheim
736722,68.9,Anaheim
736723,75.2,Anaheim
736724,66.38,Anaheim
736725,63.14,Anaheim
736726,62.24,Anaheim
736727,64.03999999999999,Anaheim
736728,64.03999999999999,Anaheim
736729,63.68000000000001,Anaheim
736730,60.620000000000005,Anaheim
736731,59.540000000000006,Anaheim
736732,64.4,Anaheim
736733,65.84,Anaheim
736734,59.72,Anaheim
736735,59.72,Anaheim
736736,59.72,Anaheim
736737,57.379999999999995,Anaheim
736738,57.74,Anaheim
736739,61.88,Anaheim
736740,61.7,Anaheim
736741,63.68000000000001,Anaheim
736742,60.980000000000004,Anaheim
736743,57.74,Anaheim
736744,53.96,Anaheim
736745,49.82,Anaheim
736746,51.620000000000005,Anaheim
736747,52.16,Anaheim
736748,51.620000000000005,Anaheim
736749,50.540000000000006,Anaheim
736750,55.22,Anaheim
736751,54.32,Anaheim
736752,50.540000000000006,Anaheim
736753,51.26,Anaheim
736754,53.96,Anaheim
736755,54.5,Anaheim
736756,55.76,Anaheim
736757,52.879999999999995,Anaheim
736758,59.72,Anaheim
736759,64.94,Anaheim
736760,60.26,Anaheim
736761,60.620000000000005,Anaheim
736762,60.44,Anaheim
736763,59.18,Anaheim
736764,61.88,Anaheim
736765,63.14,Anaheim
736766,63.14,Anaheim
736767,60.8,Anaheim
736768,59.540000000000006,Anaheim
736769,56.120000000000005,Anaheim
736770,56.480000000000004,Anaheim
736771,55.22,Anaheim
736772,61.88,Anaheim
736773,63.31999999999999,Anaheim
736774,63.31999999999999,Anaheim
736775,62.24,Anaheim
736776,61.88,Anaheim
736777,58.28,Anaheim
736778,57.74,Anaheim
736779,58.46,Anaheim
736780,62.06,Anaheim
736781,62.78,Anaheim
736782,63.31999999999999,Anaheim
736783,63.86,Anaheim
736784,61.519999999999996,Anaheim
736785,60.08,Anaheim
736786,62.06,Anaheim
736787,63.31999999999999,Anaheim
736788,59.900000000000006,Anaheim
736789,61.16,Anaheim
736790,62.6,Anaheim
736791,64.03999999999999,Anaheim
736792,66.02,Anaheim
736793,73.4,Anaheim
736794,72.86,Anaheim
736795,66.74000000000001,Anaheim
736796,63.86,Anaheim
736797,65.84,Anaheim
736798,70.34,Anaheim
736799,64.75999999999999,Anaheim
736800,60.08,Anaheim
736801,59.72,Anaheim
736802,61.519999999999996,Anaheim
736803,57.56,Anaheim
736804,62.42,Anaheim
736805,68.53999999999999,Anaheim
736806,68.18,Anaheim
736807,64.75999999999999,Anaheim
736808,62.42,Anaheim
736809,64.03999999999999,Anaheim
736810,62.06,Anaheim
736811,62.42,Anaheim
736812,62.96,Anaheim
736813,63.14,Anaheim
736814,61.34,Anaheim
736815,58.46,Anaheim
736816,58.46,Anaheim
736817,62.96,Anaheim
736818,71.96000000000001,Anaheim
736819,73.94,Anaheim
736820,69.62,Anaheim
736821,65.48,Anaheim
736822,66.02,Anaheim
736823,67.28,Anaheim
736824,66.38,Anaheim
736825,62.6,Anaheim
736826,62.24,Anaheim
736827,64.03999999999999,Anaheim
736828,64.22,Anaheim
736829,63.68000000000001,Anaheim
736830,64.94,Anaheim
736831,64.4,Anaheim
736832,64.58000000000001,Anaheim
736833,64.4,Anaheim
736834,65.12,Anaheim
736835,62.96,Anaheim
736836,64.58000000000001,Anaheim
736837,65.12,Anaheim
736838,63.31999999999999,Anaheim
736839,65.48,Anaheim
736840,64.94,Anaheim
736841,65.84,Anaheim
736842,67.1,Anaheim
736843,65.84,Anaheim
736844,64.75999999999999,Anaheim
736845,67.1,Anaheim
736846,67.82,Anaheim
736847,70.7,Anaheim
736848,70.88,Anaheim
736849,67.28,Anaheim
736850,66.02,Anaheim
736851,67.64,Anaheim
736852,69.08000000000001,Anaheim
736853,72.32,Anaheim
736854,71.42,Anaheim
736855,71.78,Anaheim
736856,73.03999999999999,Anaheim
736857,71.6,Anaheim
736858,71.6,Anaheim
736859,72.32,Anaheim
736860,71.06,Anaheim
736861,66.38,Anaheim
736862,66.2,Anaheim
736863,67.82,Anaheim
736864,68.18,Anaheim
736865,68.53999999999999,Anaheim
736866,69.62,Anaheim
736867,71.96000000000001,Anaheim
736868,67.1,Anaheim
736869,68.18,Anaheim
736870,70.7,Anaheim
736871,71.78,Anaheim
736872,71.78,Anaheim
736873,69.25999999999999,Anaheim
736874,69.25999999999999,Anaheim
736875,69.80000000000001,Anaheim
736876,70.88,Anaheim
736877,72.14,Anaheim
736878,71.24000000000001,Anaheim
736879,73.03999999999999,Anaheim
736880,78.25999999999999,Anaheim
736881,89.96000000000001,Anaheim
736882,84.56,Anaheim
736883,83.84,Anaheim
736884,81.14,Anaheim
736885,78.44,Anaheim
736886,78.25999999999999,Anaheim
736887,78.08000000000001,Anaheim
736888,78.44,Anaheim
736889,78.44,Anaheim
736890,75.92,Anaheim
736891,76.1,Anaheim
736892,75.38,Anaheim
736893,75.02,Anaheim
736894,76.46000000000001,Anaheim
736895,75.92,Anaheim
736896,77.18,Anaheim
736897,79.34,Anaheim
736898,81.32,Anaheim
736899,80.78,Anaheim
736900,78.25999999999999,Anaheim
736901,76.28,Anaheim
736902,78.25999999999999,Anaheim
736903,75.92,Anaheim
736904,79.16,Anaheim
736905,82.22,Anaheim
736906,81.5,Anaheim
736907,82.22,Anaheim
736908,79.7,Anaheim
736909,79.7,Anaheim
736910,78.08000000000001,Anaheim
736911,78.98,Anaheim
736912,82.03999999999999,Anaheim
736913,81.86,Anaheim
736914,82.75999999999999,Anaheim
736915,83.48,Anaheim
736916,83.30000000000001,Anaheim
736917,81.68,Anaheim
736918,78.08000000000001,Anaheim
736919,76.82,Anaheim
736920,76.46000000000001,Anaheim
736921,76.1,Anaheim
736922,77.0,Anaheim
736923,78.62,Anaheim
736924,76.82,Anaheim
736925,76.82,Anaheim
736926,75.92,Anaheim
736927,76.64,Anaheim
736928,77.36,Anaheim
736929,76.82,Anaheim
736930,74.48,Anaheim
736931,74.30000000000001,Anaheim
736932,74.30000000000001,Anaheim
736933,73.22,Anaheim
736934,73.75999999999999,Anaheim
736935,76.1,Anaheim
736936,75.56,Anaheim
736937,73.58000000000001,Anaheim
736938,72.68,Anaheim
736939,72.14,Anaheim
736940,73.4,Anaheim
736941,73.4,Anaheim
736942,73.75999999999999,Anaheim
736943,72.14,Anaheim
736944,73.4,Anaheim
736945,75.56,Anaheim
736946,73.58000000000001,Anaheim
736947,72.86,Anaheim
736948,71.42,Anaheim
736949,72.68,Anaheim
736950,74.84,Anaheim
736951,77.18,Anaheim
736952,75.74000000000001,Anaheim
736953,74.48,Anaheim
736954,74.12,Anaheim
736955,71.96000000000001,Anaheim
736956,70.88,Anaheim
736957,71.06,Anaheim
736958,72.68,Anaheim
736959,74.12,Anaheim
736960,72.68,Anaheim
736961,69.98,Anaheim
736962,69.62,Anaheim
736963,70.52,Anaheim
736964,72.5,Anaheim
736965,68.0,Anaheim
736966,68.53999999999999,Anaheim
736967,69.08000000000001,Anaheim
736968,76.1,Anaheim
736969,71.42,Anaheim
736970,69.98,Anaheim
736971,69.08000000000001,Anaheim
736972,68.53999999999999,Anaheim
736973,69.44,Anaheim
736974,69.44,Anaheim
736975,69.08000000000001,Anaheim
736976,68.72,Anaheim
736977,67.64,Anaheim
736978,67.28,Anaheim
736979,68.72,Anaheim
736980,64.75999999999999,Anaheim
736981,66.56,Anaheim
736982,69.62,Anaheim
736983,67.46000000000001,Anaheim
736984,68.36,Anaheim
736985,70.34,Anaheim
736986,73.58000000000001,Anaheim
736987,74.66,Anaheim
736988,69.08000000000001,Anaheim
736989,68.36,Anaheim
736990,68.36,Anaheim
736991,68.36,Anaheim
736992,69.08000000000001,Anaheim
736993,70.52,Anaheim
736994,69.08000000000001,Anaheim
736995,65.48,Anaheim
736996,65.30000000000001,Anaheim
736997,67.46000000000001,Anaheim
736998,68.18,Anaheim
736999,68.36,Anaheim
737000,72.14,Anaheim
737001,69.80000000000001,Anaheim
737002,68.18,Anaheim
737003,66.02,Anaheim
737004,67.1,Anaheim
737005,65.66,Anaheim
737006,66.92,Anaheim
737007,72.5,Anaheim
737008,63.14,Anaheim
737009,62.24,Anaheim
737010,64.75999999999999,Anaheim
737011,68.9,Anaheim
737012,70.52,Anaheim
737013,64.94,Anaheim
737014,62.6,Anaheim
737015,61.88,Anaheim
737016,62.96,Anaheim
737017,60.980000000000004,Anaheim
737018,60.620000000000005,Anaheim
737019,61.88,Anaheim
737020,62.24,Anaheim
737021,62.06,Anaheim
737022,62.06,Anaheim
737023,63.31999999999999,Anaheim
737024,64.58000000000001,Anaheim
737025,61.7,Anaheim
737026,61.34,Anaheim
737027,59.36,Anaheim
737028,59.36,Anaheim
737029,56.480000000000004,Anaheim
737030,55.400000000000006,Anaheim
737031,56.84,Anaheim
737032,59.72,Anaheim
737033,54.32,Anaheim
737034,55.94,Anaheim
737035,60.08,Anaheim
737036,58.1,Anaheim
737037,59.36,Anaheim
737038,58.46,Anaheim
737039,59.18,Anaheim
737040,57.2,Anaheim
737041,60.26,Anaheim
737042,58.46,Anaheim
737043,58.1,Anaheim
737044,56.3,Anaheim
737045,60.08,Anaheim
737046,60.620000000000005,Anaheim
737047,59.72,Anaheim
737048,59.0,Anaheim
737049,59.72,Anaheim
737050,57.2,Anaheim
737051,56.480000000000004,Anaheim
737052,58.28,Anaheim
737053,59.72,Anaheim
737054,54.68,Anaheim
737055,55.58,Anaheim
737056,51.8,Anaheim
737057,49.64,Anaheim
737058,51.8,Anaheim
737059,55.400000000000006,Anaheim
737060,53.06,Anaheim
737061,50.72,Anaheim
737062,51.8,Anaheim
737063,51.26,Anaheim
737064,53.42,Anaheim
737065,54.14,Anaheim
737066,55.94,Anaheim
737067,58.82,Anaheim
737068,56.3,Anaheim
737069,56.3,Anaheim
737070,56.3,Anaheim
737071,54.86,Anaheim
737072,53.96,Anaheim
737073,54.86,Anaheim
737074,55.22,Anaheim
737075,58.46,Anaheim
737076,60.8,Anaheim
737077,59.18,Anaheim
737078,61.7,Anaheim
737079,60.620000000000005,Anaheim
737080,57.92,Anaheim
737081,54.86,Anaheim
737082,55.040000000000006,Anaheim
737083,59.0,Anaheim
737084,63.14,Anaheim
737085,66.56,Anaheim
737086,60.8,Anaheim
737087,59.540000000000006,Anaheim
737088,60.620000000000005,Anaheim
737089,59.540000000000006,Anaheim
737090,56.66,Anaheim
737091,56.480000000000004,Anaheim
737092,56.3,Anaheim
737093,54.32,Anaheim
737094,55.22,Anaheim
737095,51.44,Anaheim
737096,48.379999999999995,Anaheim
737097,50.18,Anaheim
737098,51.44,Anaheim
737099,52.519999999999996,Anaheim
737100,50.540000000000006,Anaheim
737101,48.92,Anaheim
737102,53.96,Anaheim
737103,55.22,Anaheim
737104,58.46,Anaheim
737105,54.5,Anaheim
737106,54.14,Anaheim
737107,50.900000000000006,Anaheim
737108,48.019999999999996,Anaheim
737109,47.84,Anaheim
737110,49.1,Anaheim
737111,47.84,Anaheim
737112,48.92,Anaheim
737113,51.980000000000004,Anaheim
737114,54.68,Anaheim
737115,55.76,Anaheim
737116,55.22,Anaheim
737117,58.1,Anaheim
737118,60.980000000000004,Anaheim
737119,60.980000000000004,Anaheim
737120,59.0,Anaheim
737121,59.18,Anaheim
737122,57.56,Anaheim
737123,57.379999999999995,Anaheim
737124,58.82,Anaheim
737125,57.56,Anaheim
737126,54.5,Anaheim
737127,54.14,Anaheim
737128,53.6,Anaheim
737129,56.480000000000004,Anaheim
737130,59.0,Anaheim
737131,57.56,Anaheim
737132,62.24,Anaheim
737133,63.31999999999999,Anaheim
737134,66.2,Anaheim
737135,68.0,Anaheim
737136,63.68000000000001,Anaheim
737137,59.540000000000006,Anaheim
737138,60.26,Anaheim
737139,55.400000000000006,Anaheim
737140,57.2,Anaheim
737141,59.36,Anaheim
737142,61.7,Anaheim
737143,62.06,Anaheim
737144,61.16,Anaheim
737145,62.42,Anaheim
737146,62.42,Anaheim
737147,61.34,Anaheim
737148,66.02,Anaheim
737149,68.53999999999999,Anaheim
737150,70.34,Anaheim
737151,62.78,Anaheim
737152,61.34,Anaheim
737153,61.16,Anaheim
737154,62.06,Anaheim
737155,62.96,Anaheim
737156,67.64,Anaheim
737157,71.96000000000001,Anaheim
737158,69.08000000000001,Anaheim
737159,68.0,Anaheim
737160,62.24,Anaheim
737161,63.5,Anaheim
737162,66.2,Anaheim
737163,65.12,Anaheim
737164,59.0,Anaheim
737165,60.8,Anaheim
737166,63.86,Anaheim
737167,69.08000000000001,Anaheim
737168,63.86,Anaheim
737169,60.620000000000005,Anaheim
737170,62.06,Anaheim
737171,62.96,Anaheim
737172,65.12,Anaheim
737173,65.48,Anaheim
737174,65.48,Anaheim
737175,63.5,Anaheim
737176,62.96,Anaheim
737177,63.14,Anaheim
737178,61.34,Anaheim
737179,61.88,Anaheim
737180,62.42,Anaheim
737181,63.31999999999999,Anaheim
737182,64.4,Anaheim
737183,64.75999999999999,Anaheim
737184,64.03999999999999,Anaheim
737185,64.03999999999999,Anaheim
737186,62.78,Anaheim
737187,62.6,Anaheim
737188,62.78,Anaheim
737189,62.96,Anaheim
737190,66.74000000000001,Anaheim
737191,65.66,Anaheim
737192,65.30000000000001,Anaheim
737193,66.74000000000001,Anaheim
737194,64.58000000000001,Anaheim
737195,63.31999999999999,Anaheim
737196,63.14,Anaheim
737197,63.31999999999999,Anaheim
737198,59.900000000000006,Anaheim
737199,63.31999999999999,Anaheim
737200,62.42,Anaheim
737201,60.08,Anaheim
737202,60.26,Anaheim
737203,62.96,Anaheim
737204,62.24,Anaheim
737205,59.0,Anaheim
737206,59.72,Anaheim
737207,62.6,Anaheim
737208,65.48,Anaheim
737209,64.94,Anaheim
737210,64.22,Anaheim
737211,63.5,Anaheim
737212,63.5,Anaheim
737213,65.84,Anaheim
737214,65.12,Anaheim
737215,66.2,Anaheim
737216,67.46000000000001,Anaheim
737217,66.56,Anaheim
737218,68.0,Anaheim
737219,72.14,Anaheim
737220,77.36,Anaheim
737221,74.66,Anaheim
737222,72.14,Anaheim
737223,67.28,Anaheim
737224,66.74000000000001,Anaheim
737225,68.18,Anaheim
737226,68.53999999999999,Anaheim
737227,66.56,Anaheim
737228,66.2,Anaheim
737229,69.62,Anaheim
737230,66.92,Anaheim
737231,66.38,Anaheim
737232,69.08000000000001,Anaheim
737233,69.44,Anaheim
737234,67.46000000000001,Anaheim
737235,65.48,Anaheim
737236,68.18,Anaheim
737237,70.34,Anaheim
737238,70.88,Anaheim
737239,72.5,Anaheim
737240,75.2,Anaheim
737241,73.75999999999999,Anaheim
737242,71.6,Anaheim
737243,70.34,Anaheim
737244,71.06,Anaheim
737245,70.7,Anaheim
737246,69.44,Anaheim
737247,68.18,Anaheim
737248,68.53999999999999,Anaheim
737249,72.5,Anaheim
737250,72.68,Anaheim
737251,73.22,Anaheim
737252,73.75999999999999,Anaheim
737253,71.24000000000001,Anaheim
737254,73.94,Anaheim
737255,73.58000000000001,Anaheim
737256,71.6,Anaheim
737257,70.88,Anaheim
737258,71.96000000000001,Anaheim
737259,70.52,Anaheim
737260,72.14,Anaheim
737261,73.58000000000001,Anaheim
737262,73.94,Anaheim
737263,81.68,Anaheim
737264,81.5,Anaheim
737265,81.5,Anaheim
737266,80.06,Anaheim
737267,79.7,Anaheim
737268,74.30000000000001,Anaheim
737269,73.22,Anaheim
737270,73.03999999999999,Anaheim
737271,73.4,Anaheim
737272,74.84,Anaheim
737273,75.02,Anaheim
737274,75.56,Anaheim
737275,75.2,Anaheim
737276,75.92,Anaheim
737277,75.2,Anaheim
737278,72.86,Anaheim
737279,72.5,Anaheim
737280,72.14,Anaheim
737281,72.32,Anaheim
737282,72.32,Anaheim
737283,71.42,Anaheim
737284,73.58000000000001,Anaheim
737285,74.30000000000001,Anaheim
737286,72.86,Anaheim
737287,70.16,Anaheim
737288,70.34,Anaheim
737289,70.7,Anaheim
737290,72.68,Anaheim
737291,74.30000000000001,Anaheim
737292,76.1,Anaheim
737293,71.78,Anaheim
737294,72.32,Anaheim
737295,76.82,Anaheim
737296,78.62,Anaheim
737297,78.44,Anaheim
737298,75.74000000000001,Anaheim
737299,74.84,Anaheim
737300,78.08000000000001,Anaheim
737301,79.34,Anaheim
737302,77.53999999999999,Anaheim
737303,75.02,Anaheim
737304,79.34,Anaheim
737305,82.75999999999999,Anaheim
737306,82.58000000000001,Anaheim
737307,82.03999999999999,Anaheim
737308,80.96000000000001,Anaheim
737309,77.9,Anaheim
737310,72.32,Anaheim
737311,72.5,Anaheim
737312,71.78,Anaheim
737313,72.68,Anaheim
737314,75.56,Anaheim
737315,79.34,Anaheim
737316,79.7,Anaheim
737317,75.56,Anaheim
737318,73.22,Anaheim
737319,72.5,Anaheim
737320,71.96000000000001,Anaheim
737321,71.42,Anaheim
737322,72.5,Anaheim
737323,74.30000000000001,Anaheim
737324,75.56,Anaheim
737325,72.5,Anaheim
737326,74.66,Anaheim
737327,73.03999999999999,Anaheim
737328,72.14,Anaheim
737329,71.06,Anaheim
737330,69.08000000000001,Anaheim
737331,66.74000000000001,Anaheim
737332,65.12,Anaheim
737333,65.48,Anaheim
737334,68.36,Anaheim
737335,67.64,Anaheim
737336,67.1,Anaheim
737337,69.08000000000001,Anaheim
737338,71.24000000000001,Anaheim
737339,71.6,Anaheim
737340,67.82,Anaheim
737341,67.1,Anaheim
737342,71.78,Anaheim
737343,78.08000000000001,Anaheim
737344,69.44,Anaheim
737345,65.30000000000001,Anaheim
737346,66.38,Anaheim
737347,69.25999999999999,Anaheim
737348,71.96000000000001,Anaheim
737349,67.46000000000001,Anaheim
737350,68.53999999999999,Anaheim
737351,67.1,Anaheim
737352,71.24000000000001,Anaheim
737353,75.38,Anaheim
737354,76.82,Anaheim
737355,74.12,Anaheim
737356,79.34,Anaheim
737357,80.6,Anaheim
737358,72.86,Anaheim
737359,65.30000000000001,Anaheim
737360,66.56,Anaheim
737361,61.519999999999996,Anaheim
737362,63.5,Anaheim
737363,68.0,Anaheim
737364,62.42,Anaheim
737365,63.14,Anaheim
737366,62.24,Anaheim
737367,63.5,Anaheim
737368,63.5,Anaheim
737369,61.88,Anaheim
737370,65.84,Anaheim
737371,68.9,Anaheim
737372,69.62,Anaheim
737373,62.96,Anaheim
737374,64.4,Anaheim
737375,63.86,Anaheim
737376,59.0,Anaheim
737377,62.42,Anaheim
737378,61.34,Anaheim
737379,63.31999999999999,Anaheim
737380,72.32,Anaheim
737381,71.06,Anaheim
737382,67.1,Anaheim
737383,58.1,Anaheim
737384,58.64,Anaheim
737385,60.8,Anaheim
737386,64.03999999999999,Anaheim
737387,61.88,Anaheim
737388,58.46,Anaheim
737389,59.900000000000006,Anaheim
737390,53.6,Anaheim
737391,48.74,Anaheim
737392,49.64,Anaheim
737393,53.6,Anaheim
737394,55.76,Anaheim
737395,57.2,Anaheim
737396,58.82,Anaheim
737397,58.64,Anaheim
737398,58.82,Anaheim
737399,59.72,Anaheim
737400,62.96,Anaheim
737401,61.16,Anaheim
737402,58.28,Anaheim
737403,57.56,Anaheim
737404,57.019999999999996,Anaheim
737405,59.36,Anaheim
737406,58.64,Anaheim
737407,59.72,Anaheim
737408,55.400000000000006,Anaheim
737409,57.019999999999996,Anaheim
737410,60.980000000000004,Anaheim
737411,51.620000000000005,Anaheim
737412,52.34,Anaheim
737413,59.900000000000006,Anaheim
737414,58.82,Anaheim
737415,59.36,Anaheim
737416,53.42,Anaheim
737417,51.980000000000004,Anaheim
737418,52.7,Anaheim
737419,49.82,Anaheim
737420,50.540000000000006,Anaheim
737421,51.980000000000004,Anaheim
737422,52.879999999999995,Anaheim
737423,56.84,Anaheim
737424,63.14,Anaheim
737425,56.66,Anaheim
737426,56.120000000000005,Anaheim
737427,57.92,Anaheim
737428,55.76,Anaheim
737429,55.400000000000006,Anaheim
737430,62.96,Anaheim
737431,60.8,Anaheim
737432,55.400000000000006,Anaheim
737433,54.86,Anaheim
737434,53.6,Anaheim
737435,52.879999999999995,Anaheim
737436,54.5,Anaheim
737437,55.22,Anaheim
737438,53.24,Anaheim
737439,53.6,Anaheim
737440,53.96,Anaheim
737441,54.5,Anaheim
737442,57.56,Anaheim
737443,58.46,Anaheim
737444,58.46,Anaheim
737445,57.92,Anaheim
737446,55.76,Anaheim
737447,59.540000000000006,Anaheim
737448,58.1,Anaheim
737449,57.019999999999996,Anaheim
737450,56.480000000000004,Anaheim
737451,58.64,Anaheim
737452,59.900000000000006,Anaheim
737453,59.0,Anaheim
737454,59.18,Anaheim
737455,63.14,Anaheim
737456,64.22,Anaheim
737457,58.64,Anaheim
737458,56.84,Anaheim
737459,52.879999999999995,Anaheim
737460,50.36,Anaheim
737461,53.78,Anaheim
737462,55.76,Anaheim
737463,56.480000000000004,Anaheim
737464,56.3,Anaheim
737465,59.72,Anaheim
737466,59.72,Anaheim
737467,55.76,Anaheim
737468,56.480000000000004,Anaheim
737469,56.480000000000004,Anaheim
737470,56.84,Anaheim
737471,57.92,Anaheim
737472,58.82,Anaheim
737473,59.72,Anaheim
737474,61.88,Anaheim
737475,62.78,Anaheim
737476,63.5,Anaheim
737477,59.18,Anaheim
737478,59.900000000000006,Anaheim
737479,59.540000000000006,Anaheim
737480,65.48,Anaheim
737481,67.28,Anaheim
737482,70.16,Anaheim
737483,69.80000000000001,Anaheim
737484,62.42,Anaheim
737485,57.92,Anaheim
737486,59.900000000000006,Anaheim
737487,64.58000000000001,Anaheim
737488,60.980000000000004,Anaheim
737489,64.94,Anaheim
737490,61.519999999999996,Anaheim
737491,60.26,Anaheim
737492,59.18,Anaheim
737493,62.42,Anaheim
737494,62.42,Anaheim
737495,65.48,Anaheim
737496,57.2,Anaheim
737497,57.379999999999995,Anaheim
737498,59.72,Anaheim
737499,60.44,Anaheim
737500,58.1,Anaheim
737501,54.32,Anaheim
737502,54.5,Anaheim
737503,57.019999999999996,Anaheim
737504,58.46,Anaheim
737505,60.08,Anaheim
737506,59.540000000000006,Anaheim
737507,60.8,Anaheim
737508,58.46,Anaheim
737509,59.0,Anaheim
737510,55.76,Anaheim
737511,55.76,Anaheim
737512,58.28,Anaheim
737513,58.82,Anaheim
737514,62.42,Anaheim
737515,64.22,Anaheim
737516,63.14,Anaheim
737517,63.68000000000001,Anaheim
737518,62.06,Anaheim
737519,61.34,Anaheim
737520,59.36,Anaheim
737521,58.46,Anaheim
737522,57.379999999999995,Anaheim
737523,55.94,Anaheim
737524,53.78,Anaheim
737525,57.019999999999996,Anaheim
737526,59.36,Anaheim
737527,59.72,Anaheim
737528,60.44,Anaheim
737529,64.94,Anaheim
737530,68.18,Anaheim
737531,63.68000000000001,Anaheim
737532,61.7,Anaheim
737533,62.06,Anaheim
737534,62.42,Anaheim
737535,63.14,Anaheim
737536,64.22,Anaheim
737537,69.44,Anaheim
737538,72.5,Anaheim
737539,79.52,Anaheim
737540,74.84,Anaheim
737541,71.06,Anaheim
737542,68.36,Anaheim
737543,69.62,Anaheim
737544,67.64,Anaheim
737545,68.36,Anaheim
737546,69.80000000000001,Anaheim
737547,69.25999999999999,Anaheim
737548,68.9,Anaheim
737549,71.42,Anaheim
737550,76.28,Anaheim
737551,78.08000000000001,Anaheim
737552,76.28,Anaheim
737553,70.88,Anaheim
737554,68.53999999999999,Anaheim
737555,68.36,Anaheim
737556,67.82,Anaheim
737557,66.02,Anaheim
737558,66.74000000000001,Anaheim
737559,67.64,Anaheim
737560,70.16,Anaheim
737561,71.06,Anaheim
737562,69.80000000000001,Anaheim
737563,67.1,Anaheim
737564,65.12,Anaheim
737565,67.82,Anaheim
737566,71.42,Anaheim
737567,68.0,Anaheim
737568,68.36,Anaheim
737569,69.98,Anaheim
737570,71.6,Anaheim
737571,72.32,Anaheim
737572,69.62,Anaheim
737573,67.46000000000001,Anaheim
737574,66.74000000000001,Anaheim
737575,69.62,Anaheim
737576,69.44,Anaheim
737577,73.75999999999999,Anaheim
737578,71.6,Anaheim
737579,76.28,Anaheim
737580,68.9,Anaheim
737581,67.64,Anaheim
737582,68.53999999999999,Anaheim
737583,69.08000000000001,Anaheim
737584,74.84,Anaheim
737585,82.58000000000001,Anaheim
737586,82.22,Anaheim
737587,76.1,Anaheim
737588,70.16,Anaheim
737589,70.16,Anaheim
737590,71.24000000000001,Anaheim
737591,70.16,Anaheim
737592,68.53999999999999,Anaheim
737593,69.08000000000001,Anaheim
737594,66.74000000000001,Anaheim
737595,69.98,Anaheim
737596,69.25999999999999,Anaheim
737597,70.7,Anaheim
737598,71.06,Anaheim
737599,69.98,Anaheim
737600,70.52,Anaheim
737601,69.62,Anaheim
737602,72.32,Anaheim
737603,71.06,Anaheim
737604,69.25999999999999,Anaheim
737605,69.08000000000001,Anaheim
737606,70.88,Anaheim
737607,68.9,Anaheim
737608,71.42,Anaheim
737609,74.48,Anaheim
737610,76.46000000000001,Anaheim
737611,77.72,Anaheim
737612,76.64,Anaheim
737613,74.84,Anaheim
737614,72.86,Anaheim
737615,74.48,Anaheim
737616,77.72,Anaheim
737617,82.22,Anaheim
737618,80.78,Anaheim
737619,76.46000000000001,Anaheim
737620,74.66,Anaheim
737621,73.4,Anaheim
737622,71.96000000000001,Anaheim
737623,73.22,Anaheim
737624,74.12,Anaheim
737625,72.86,Anaheim
737626,71.42,Anaheim
737627,71.78,Anaheim
737628,68.53999999999999,Anaheim
737629,69.08000000000001,Anaheim
737630,70.88,Anaheim
737631,72.14,Anaheim
737632,72.14,Anaheim
737633,71.78,Anaheim
737634,70.52,Anaheim
737635,71.78,Anaheim
737636,73.58000000000001,Anaheim
737637,79.52,Anaheim
737638,75.74000000000001,Anaheim
737639,72.5,Anaheim
737640,73.03999999999999,Anaheim
737641,71.6,Anaheim
737642,71.78,Anaheim
737643,71.96000000000001,Anaheim
737644,73.03999999999999,Anaheim
737645,73.03999999999999,Anaheim
737646,72.86,Anaheim
737647,72.32,Anaheim
737648,72.14,Anaheim
737649,75.02,Anaheim
737650,82.03999999999999,Anaheim
737651,84.02,Anaheim
737652,82.58000000000001,Anaheim
737653,81.14,Anaheim
737654,81.14,Anaheim
737655,83.30000000000001,Anaheim
737656,83.84,Anaheim
737657,81.5,Anaheim
737658,81.14,Anaheim
737659,84.56,Anaheim
737660,83.12,Anaheim
737661,79.16,Anaheim
737662,79.34,Anaheim
737663,79.16,Anaheim
737664,79.52,Anaheim
737665,75.74000000000001,Anaheim
737666,72.14,Anaheim
737667,71.96000000000001,Anaheim
737668,71.24000000000001,Anaheim
737669,71.78,Anaheim
737670,72.68,Anaheim
737671,74.84,Anaheim
737672,78.08000000000001,Anaheim
737673,87.25999999999999,Anaheim
737674,90.68,Anaheim
737675,78.98,Anaheim
737676,75.02,Anaheim
737677,75.74000000000001,Anaheim
737678,72.32,Anaheim
737679,73.22,Anaheim
737680,72.86,Anaheim
737681,72.32,Anaheim
737682,74.48,Anaheim
737683,76.28,Anaheim
737684,77.72,Anaheim
737685,78.08000000000001,Anaheim
737686,79.88,Anaheim
737687,76.28,Anaheim
737688,71.78,Anaheim
737689,72.68,Anaheim
737690,74.30000000000001,Anaheim
737691,74.84,Anaheim
737692,73.75999999999999,Anaheim
